"","V1"
"NA12843",0.323611122367487
"NA12872",-0.931527032819322
"NA12873",1.29643664607328
"NA12874",3.38043176281186
"NA12889",-0.840176109456947
"NA12890",-1.29987211692626
"NA20502",-0.781239489388026
"NA20503",-0.36040360135821
"NA20504",-0.680827467476898
"NA20505",-1.10212461192286
"NA20506",-1.46052955384952
"NA20507",-0.438387054129336
"NA20508",-0.326453178356758
"NA20509",0.725783291573955
"NA20510",-0.235585180918651
"NA20512",-1.13617773900604
"NA20513",-1.62043759242586
"NA20514",1.4644498933438
"NA20515",-0.0825470114820019
"NA20516",-0.946764232184039
"NA20517",-0.778982682225542
"NA20518",1.67470334333676
"NA20519",-0.33123536386094
"NA20520",-1.04908248726072
"NA20521",-0.566275787355794
"NA20524",1.03188518416009
"NA20525",-0.489034985302157
"NA20527",-0.0506761182366844
"NA20528",-0.321394122761598
"NA20529",1.01204092822779
"NA20530",0.711782797269515
"NA20531",1.68149481042318
"NA20532",1.51680592652676
"NA20534",-0.991033303788514
"NA20535",0.344245124230268
"NA20536",1.25947272272432
"NA20537",-0.425620776490302
"NA20538",0.368525743645568
"NA20539",-0.663377365094841
"NA20540",0.137887579979062
"NA20541",-0.992354939261711
"NA20542",-1.29440221738442
"NA20543",0.212119210000822
"NA20544",0.316671213172132
"NA20581",-1.69814587713387
"NA20582",-0.66107694812067
"NA20585",0.38837497874162
"NA20586",-1.17475837309128
"NA20588",-1.11202200776166
"NA20589",1.21347887277883
"NA20752",-0.218362196673705
"NA20754",0.412099438157132
"NA20756",-1.00988539295724
"NA20757",-0.606672123455047
"NA20758",-0.511890667697454
"NA20759",1.4475533017815
"NA20760",-0.0835599881495161
"NA20761",-0.474616129592162
"NA20765",-0.912996432024499
"NA20766",-0.952382648569562
"NA20768",0.845887197965697
"NA20769",-0.366030894507934
"NA20770",-1.44408099726852
"NA20771",-0.217451866012469
"NA20772",-0.0262956644922565
"NA20773",-1.32078997257879
"NA20774",-1.68558044143575
"NA20778",-0.729895029279206
"NA20783",1.65458246295187
"NA20785",0.648055543333974
"NA20786",0.222587306437939
"NA20787",0.829511967982432
"NA20790",-0.334321840508896
"NA20792",-0.831602265840082
"NA20795",-0.709669784116211
"NA20796",0.696330741323018
"NA20797",1.66408844734979
"NA20798",0.944808218866379
"NA20799",0.610014095914025
"NA20800",1.36842325103932
"NA20801",0.859777539430446
"NA20802",-0.382686830445672
"NA20803",0.243224541031813
"NA20804",1.75552926127795
"NA20805",-0.293600272792725
"NA20806",-0.104083382066203
"NA20807",0.777706529966987
"NA20808",0.64030293193662
"NA20809",0.565435656021589
"NA20810",0.0658082956627267
"NA20811",-0.143071834309369
"NA20812",-0.52164917158157
"NA20813",1.84400168293495
"NA20814",1.1014307624948
"NA20815",-1.00264356073287
"NA20816",0.470614466343704
"NA20819",0.436699978136434
"NA20826",0.746678536168832
"NA20828",0.0939647842985836
