age sex
25.4250769162566 0
33.1794014279887 1
34.0671682191356 0
25.9030071177018 1
37.4850047644947 0
32.5853170882005 0
21.634606337309 0
22.6525692307202 0
20.7650417072088 0
28.6331829800753 0
28.9983341891724 1
36.2481603302929 0
23.110970572917 1
28.5896223284808 1
26.8282361005378 0
30.7342352297654 0
30.3715164251555 0
31.5742988510561 0
24.4412556893534 1
23.0401572282507 0
40.1377302191787 1
34.4547600327476 0
37.9626539092125 1
38.2810822991346 0
22.0061026384679 1
33.2181740538993 1
25.9085426196985 1
18.5047564401934 0
22.8497354787648 0
28.913036328041 1
22.5873626697861 0
33.3260413607616 0
31.6332972074195 0
37.7205132220498 1
37.9837407437166 0
31.8620697901303 0
35.3122459498387 1
41.3688773283705 1
26.8048767091771 1
30.8218408315483 1
31.9725271725214 0
25.6054636653696 1
29.3903375383912 0
39.563152474514 0
27.6125781592215 0
31.6589066451059 1
31.6718861732714 0
20.7954466554707 1
32.771079898509 0
36.1088771229069 1
31.1853561270771 1
20.5765100328255 0
17.6250697065455 0
27.7887189721047 0
41.1567593839406 0
26.4217381039109 0
29.5333142317911 1
29.8569903442682 0
29.8587125129525 0
22.6746034450278 1
31.0343317723748 1
34.5654813774773 1
33.2034421369501 1
28.4005578129087 1
25.4926521458491 1
35.6606934684144 1
37.3270322569632 0
27.3699058886088 0
34.3027793697413 1
34.1823691837741 0
30.4608223246248 0
22.0418209050149 1
24.3808712327847 1
30.0276028709234 1
29.399679302805 1
33.2962141038453 0
28.8186681469466 0
35.7683126593967 1
35.4917240787544 1
27.8878480834091 1
26.6699327946976 1
20.0106778288609 1
28.3084641430957 1
21.6041514623009 0
30.8630140524916 1
29.1287588033841 0
30.6861963480683 1
28.1369717344338 1
29.495721193329 1
23.7605393310501 1
30.4641936064824 1
34.2951748115018 0
33.6005636710756 1
34.7626669370722 0
37.3035275973027 0
26.4543992911203 0
26.2961799699799 1
27.6026694806123 0
29.5398469274829 0
26.3693442058777 1
26.6938206660921 1
24.6880795564711 1
34.8326569875112 1
30.6338682776391 0
36.1191940855119 1
31.9764670046952 0
25.1050916258127 1
30.3316101712368 0
33.526878120444 1
28.6789109810559 0
28.4295092611684 1
21.8387269835649 1
30.2943094077146 1
25.8101695141723 1
27.3338462342484 1
31.3106350272104 1
31.4126711339414 1
37.8465620342852 1
21.9683433024992 1
26.912065186654 1
23.8382714470271 1
25.6028792541659 1
32.5104414673704 0
26.0809693511574 1
27.194717450736 0
31.7477225095095 0
36.117585837488 0
21.8527151066402 0
31.9992703894509 1
31.4788922614419 0
28.4868012493458 1
20.595383789232 1
19.3028981323931 1
39.2740607967102 1
30.7043174161919 0
27.6053686658954 1
31.5024074720604 0
41.0830320707279 0
31.4588384094505 1
30.3928557122849 0
22.2958003503023 0
29.025791554859 0
28.174108967298 0
28.1208976724019 1
36.1402631242584 1
25.4786999745117 0
32.1396201549389 0
30.0076977680686 0
30.5993497019813 0
21.6116334864036 0
23.1000145062593 0
27.3131245365081 1
29.3029279389503 1
27.5049519836737 1
28.8529974292894 0
31.9063857236041 1
39.7506441105821 0
35.3402732134885 0
31.9019498111674 1
32.5811085783164 0
31.9088031763687 0
26.5947048636259 0
35.3380101252656 0
33.675380998362 1
22.3307925741791 1
28.4857136367832 0
30.2377446502435 1
31.5381026002379 0
34.4763479971918 0
29.2509433158568 0
31.5244246594236 0
39.7191186432781 0
33.142002518812 1
31.1864716538208 0
24.5207449702234 1
32.921309995853 0
32.4726176614978 0
35.1536531357917 1
29.8359047114245 0
35.2082052535841 0
27.0058751407535 0
28.3183880540751 0
36.1237648002187 1
31.050628990816 1
31.4797529932209 1
24.297695439217 1
26.3835859006419 0
27.4022038311279 0
40.9486108821869 1
24.9587346397704 1
27.12168272241 1
23.1667015980263 0
36.7693704217753 1
40.7420937924138 1
24.1138200372395 0
31.6261261297522 1
17.9274554743069 0
26.2016081084146 0
36.1042392504874 1
23.376862856434 0
26.7023065151113 0
23.4464217169745 1
29.0770996644469 0
31.397671303509 1
32.5618431610459 1
36.774559342496 0
22.8527195992587 0
34.0121400250705 0
26.0684815271613 1
19.2714039743159 0
28.5913315039614 1
30.6044314511228 0
32.6038672561669 0
29.0214341329521 0
28.8657340441551 1
27.761065353594 1
23.4363526055795 1
35.6337477197774 0
34.3118985376779 1
25.4230437656838 1
37.8190292226393 1
18.8755380182785 1
28.0399143826163 0
30.1106151655049 1
29.9211527500479 1
33.9558117162027 0
25.1494208338821 1
26.0017872874889 0
25.0434401500086 0
21.6104112551455 1
28.8281907265492 1
33.7791846933533 1
29.5792832468966 1
38.6511784062248 1
34.8230720449837 1
28.6147773293127 0
28.3582072960022 0
27.1868827027182 1
27.68262442858 0
30.9004486326514 0
28.9067993953204 1
35.9030206780287 1
26.8774766015168 0
31.3208224083494 1
29.4228665825182 0
29.224456386784 1
29.934360884273 0
45.6211020809495 0
35.9510760439494 0
25.7610991387247 0
28.2836886620326 1
25.6212489658073 0
34.225590347177 0
27.7071762816422 1
27.4437115323676 0
34.1910027868563 0
43.6209049755054 1
35.3231541979723 0
31.9740016543339 0
25.9437651967448 0
31.4847835690583 1
36.375854836522 0
36.8108198056482 1
27.6067572293261 1
30.9835633178389 0
27.4749054284836 1
21.7853952159292 0
32.1036089904982 1
35.3567949440961 1
21.4384108043891 0
30.350294805604 1
32.1509384998949 0
30.176118341285 0
37.7515491164885 1
33.3501071067009 0
32.9225484049968 0
27.9005794944803 0
27.2306273727052 0
32.3612477708815 1
26.9934877687076 0
29.129071384987 1
29.8593278697491 0
35.812815578475 1
36.1977367855273 0
35.7772526208756 0
29.0994833422903 1
25.657579199615 1
29.6396375582579 0
23.9598836564306 0
28.7074234996613 1
26.1324143175952 1
26.2798682522582 0
33.6862389904707 1
30.5941580737032 0
31.6849792799345 0
36.7140507880066 1
37.9313945061967 0
23.5462492584584 0
39.0806583724352 0
32.7734226969881 1
34.2685432723998 0
42.1788557359975 0
24.5229101233132 1
36.4808608451399 1
30.2878080422668 1
29.5476116796165 0
28.9450832598282 0
31.7254821936342 1
25.0713939204163 0
27.6700281861338 1
34.6226573304327 0
38.2983402692414 0
37.2770971032425 0
35.0621275457394 1
29.1324771721939 0
22.515576800789 1
28.8806341904969 0
32.3845287400784 1
26.1866023053396 1
34.6343092376483 1
37.2197286233117 0
26.3443772701946 1
29.7737919924505 0
29.8436408962428 1
30.6654162698792 0
28.1851950949246 1
24.3661321229643 0
27.1151171476908 0
29.820037643659 0
34.5620968438479 0
22.4465226066028 0
32.8442195030021 0
32.2881535175549 1
30.0424842361904 1
28.9579224179322 0
37.9062509527669 1
36.2884692799221 1
21.6054234747834 1
33.0213760870766 1
28.5675667517215 1
28.1477667077275 0
35.9148568450239 0
38.0533349603293 1
25.5108254814035 1
33.0111620330182 1
37.1195125892385 1
27.5048632448447 1
33.4634467722774 0
33.3346434283993 0
30.3943499298077 1
28.0355149522491 0
28.662525087417 0
27.004367538876 0
27.5182427025415 1
27.2852033747238 0
31.6604550000251 1
32.8781071038237 1
30.1956030665427 0
33.082151695688 1
30.7438191591923 0
31.7577218494338 0
27.1413435889879 1
31.6842325624718 0
30.8975577382465 1
31.0566371799195 0
23.8110646114382 1
28.078035452614 1
28.7917139738283 1
28.4134363961426 0
31.0917537719397 1
31.8413365091021 1
30.857808745597 0
34.8523949894689 0
29.5417186965622 0
27.0099441475238 1
31.5717250802783 1
31.6185929006486 0
20.8413056078216 1
8.33179909320329 1
32.5379010516942 1
25.0843018247308 1
28.4447318438767 1
33.6095192349716 1
39.883366112792 0
31.153090867956 0
19.8713850253362 0
24.7185723065883 1
14.4467496684623 1
26.536515521502 0
29.7404282292173 1
36.0316081762903 1
21.0357611425787 1
31.5369231243721 0
21.745938061382 0
39.2852299533229 1
39.7218605458004 1
17.4414681390785 1
26.712354094763 0
35.8918799557596 1
29.0286513189378 0
19.8288625553607 0
30.0150147860127 1
25.5671970766454 1
31.0162465589028 0
34.1934647958234 1
24.7454838552395 1
35.5628576752594 1
28.6522217702864 1
31.0233085250962 1
27.3388687849645 0
21.7395400854601 1
27.1302717163847 1
21.0786941894599 1
27.0509022795168 0
29.2269883161779 1
27.7662088608515 1
28.7652385602331 0
32.3725448677911 0
32.2376238373488 0
27.5490749287121 0
30.7896273261332 0
21.352890745952 1
37.3513435310184 0
34.101298520428 1
31.0773082002322 1
35.6111822817768 1
28.1675495928842 0
27.6910303238119 0
27.5417126054132 0
26.9711688419487 0
29.4320677655905 0
24.1790850132825 0
22.0550042376693 0
30.9873048649025 0
25.8796488031643 1
24.4247819532882 1
34.5075035170998 0
33.7334969009609 0
20.0698372221848 0
34.5870897591853 1
23.9445334261081 0
27.4783599334289 0
24.2838081790337 0
22.5911541570006 0
25.6651248482699 1
25.8339011512812 1
31.0621893971557 0
33.1812239369532 0
25.6106459927205 1
38.2329523725388 1
37.3991784355057 1
33.2260970317921 0
35.6000625913975 0
42.5720355824056 1
26.3774212960481 1
25.2120949001381 0
28.8263351368661 0
36.7904174708603 0
35.607937932068 1
20.3412623218633 1
32.5558459300738 1
33.82511356462 0
31.9824403748121 1
26.0221987896603 0
22.9460486554862 0
28.4626359533168 0
31.786147520073 0
30.9067895972423 0
39.8164314882487 1
26.7901821141929 1
24.6487939664686 1
37.0184489162953 0
35.7916238264686 0
30.7841465969816 0
29.0906612361025 0
22.0101428393338 0
30.4465943921751 1
35.1646070741714 1
33.8401206460731 1
23.6826622284729 0
26.0972811710185 0
22.4056965799366 1
30.5674799723052 1
37.6923057828375 1
28.7408652099793 0
27.5517998192677 0
29.6724138994954 1
24.6855522226252 0
30.0947194363548 1
33.5891124105607 0
29.419960878726 1
25.4776420617146 0
30.5331468656847 0
32.2295194716219 0
35.2771953415256 1
30.5991837039515 0
31.8468207597492 1
27.4685812868695 0
37.3312353966526 0
26.7430907911983 1
30.155594233416 1
29.6313224377553 1
25.9114695524838 0
26.4836626543911 0
24.6705736155731 1
23.9027533591004 0
31.6474622534657 1
31.2014269464171 0
19.3243323551567 0
23.1143099984855 0
34.67461003261 1
29.7709935312366 0
28.1985726292631 0
34.4541624472364 1
25.9812238303821 0
37.2648482366091 0
35.5799884050235 1
33.141258470695 0
28.4246036937193 0
37.8697766841145 0
29.5696865980062 0
33.6779859458832 1
29.3139773472015 0
28.1140973245077 1
28.942251808363 1
27.5513960082824 0
30.9533092590366 1
30.2285078504664 1
30.1579495198526 1
33.4477897808136 1
30.6199434454849 0
37.1102562715343 0
34.3369446175142 0
26.4295905899246 0
33.956310248457 1
27.1049463437384 1
20.2198463623525 1
32.7545837267062 1
36.7896100038855 1
25.7839559155937 1
31.2358096793546 1
32.1126749392269 0
33.4545580217895 1
29.5409465627793 0
35.4260774711259 0
37.1350333178296 0
23.4591635639805 0
25.9351432524433 0
31.6975892929423 1
38.588490066168 0
30.6422728038907 1
27.5736600111051 0
30.1251168238104 1
32.5479425423397 0
21.2013375316026 1
33.0732462325517 1
26.2320504846714 0
30.8557954588787 1
33.4557306380662 0
27.9447526441865 1
25.1035982403165 1
36.5286592928945 0
26.6847791904646 0
26.8952355245283 1
23.4570438325704 1
31.5525819551343 0
26.8629612898704 0
22.7914184127168 1
36.3908942966789 1
31.0027407300033 1
20.5090621436324 1
25.6281375284354 1
28.3498384805697 0
30.7837108774455 1
32.3851481938662 0
21.909193288073 1
29.3777509259541 1
27.0356812520906 0
32.2756408979289 0
39.1291097489982 0
35.6622087878058 1
18.8094547068885 1
29.216562857814 1
29.7643242581775 0
22.8840177041821 0
24.0280702687418 1
