"","V1"
"HG00236",-0.24339661620514
"HG00238",0.841105570544388
"HG00239",-0.565844031476088
"HG00240",0.840803627169619
"HG00242",-0.525518186874464
"HG00243",0.488963389966625
"HG00244",0.729416346977608
"HG00245",-1.15582251565525
"HG00246",0.119187651862096
"HG00247",-0.129420294092455
"HG00249",0.788116476153851
"HG00250",-0.947807534006127
"HG00251",0.77076888411694
"HG00252",1.90112294522542
"HG00253",-1.28397703844683
"HG00255",-0.451750419446738
"HG00256",1.25108585026664
"HG00257",1.4258087948247
"HG00258",0.165865597936442
"HG00259",1.00711999187337
"HG00260",0.84953871956676
"HG00261",-0.0675853336900239
"HG00262",-0.362812525553705
"HG00263",-0.356766652967267
"HG00264",-0.621663373774293
"HG00265",0.981548037672972
"HG00266",-0.472461678170053
"HG00267",1.57543918605678
"HG00268",0.737006629158853
"HG00269",-0.111035304922276
"HG00271",-0.298828264404266
"HG00272",-0.129055261097946
"HG00273",0.876262418192044
"HG00274",-0.480437702938598
"HG00275",2.11021654759928
"HG00276",0.653968722511701
"HG00277",-0.803205027876243
"HG00278",0.678246225351745
"HG00280",-1.35898679467711
"HG00281",0.154928341675945
"HG00282",0.844371437447858
"HG00284",-0.912379501850039
"HG00285",-0.260955738903154
"HG00306",-0.0676307887997915
"HG00308",-1.11050481221403
"HG00309",0.0873851586679574
"HG00310",-0.13659767944481
"HG00311",-0.577717278136944
"HG00312",-0.462064018209716
"HG00313",0.813965959559939
"HG00315",-0.988684942946619
"HG00319",1.54523564592735
"HG00320",-1.76135237308342
"HG00321",0.120935969497649
"HG00323",1.71814181631129
"HG00324",-0.334469938167075
"HG00325",-0.588327393208517
"HG00326",-0.603738505934278
"HG00327",0.078130912281124
"HG00328",1.14318742095064
"HG00329",-2.5315200510734
"HG00330",1.40997348194411
"HG00331",-0.848806725514407
"HG00332",0.751347140258441
"HG00334",0.39044246577657
"HG00335",1.39383791128438
"HG00336",-0.206724580296344
"HG00337",1.24795285845112
"HG00338",-0.227221665713698
"HG00339",1.11790359824326
"HG00341",0.538160980026909
"HG00342",0.306185914575011
"HG00343",-0.039524034683417
"HG00344",1.408823439464
"HG00345",-0.602361371357096
"HG00346",-1.01217211282787
"HG00349",0.932892721477691
"HG00350",0.769603743516711
"HG00351",-0.165153001387612
"HG00353",0.405324217674329
"HG00355",0.164665497583549
"HG00356",0.895254924464991
"HG00358",-0.813440847920067
"HG00359",0.0646863231013682
"HG00360",-0.416387069690663
"HG00361",-0.661894607418545
"HG00362",-5.78546586149489
"HG00364",-0.469561294468961
"HG00365",0.754861902488619
"HG00366",-0.0441768250049916
"HG00367",-0.898344819570049
"HG00369",0.667586526358862
"HG00371",0.0194691866223236
"HG00372",1.60706811345942
"HG00373",0.364034415872976
"HG00375",0.39221890393273
"HG00376",0.627397084041096
"HG00377",-0.257719459728383
"HG00378",0.717562440515909
"HG00379",0.320958266928365
"HG00380",-0.343602742461954
"HG00381",-0.283715949924469
"HG00382",0.747903101270713
"HG00383",0.10428559179344
"HG00384",0.329295587552831
"HG01334",-0.146546731908378
"HG01789",1.05567087349427
"HG01790",-0.17647160584685
"HG01791",1.02613263680106
"HG02215",-0.82796660418055
"NA06984",0.92845038754104
"NA06985",-0.519594189975875
"NA06986",0.688248179284857
"NA06989",-0.212361494067149
"NA06994",0.839499908374737
"NA07037",0.629642869065669
"NA07048",0.82850420453331
"NA07051",-0.066263155157425
"NA07056",-0.182299310016549
"NA07346",0.327122173593077
"NA07347",0.350016064241265
"NA07357",-0.0175537062951029
"NA10847",1.40633210320865
"NA10851",0.131509747854112
"NA11829",-0.592153948173702
"NA11830",1.01658949441902
"NA11831",-1.44744509028778
"NA11832",-0.884429810176598
"NA11840",-0.541392599093316
"NA11843",-0.131514265931865
"NA11881",-0.488312181620384
"NA11892",0.0605054589450269
"NA11893",-0.198883353415509
"NA11894",0.64313073454896
"NA11918",0.138191054223287
"NA11920",0.829347103628593
"NA11930",-0.0139627093950592
"NA11931",-0.155244863834754
"NA11992",-0.65138490877241
"NA11993",-0.586793407794622
"NA11994",-0.00934123746152152
"NA11995",-1.74118194689786
"NA12004",-1.5393840288276
"NA12005",-0.339295022745537
"NA12006",-2.04146927122685
"NA12043",-1.42421284819401
"NA12044",0.462321853390891
"NA12045",-1.30935348738836
"NA12058",0.0447114923185703
"NA12144",1.03629127183722
"NA12154",-0.625084460067753
"NA12155",0.937656898302448
"NA12156",0.711138155010981
"NA12234",-1.46984475493979
"NA12249",-0.978537494960727
"NA12272",-1.89004225246726
"NA12273",-0.206274147059432
"NA12275",-0.448653923524835
"NA12282",-1.58049335138699
"NA12283",-0.0774404473080091
"NA12286",-0.949744437855751
"NA12287",-0.471981189509295
"NA12340",-0.997249886697216
"NA12341",0.0491433719774038
"NA12342",0.994882488132862
"NA12347",1.01415263208279
"NA12348",0.932362927797373
"NA12383",-0.602574265708872
"NA12399",-2.06932668445674
"NA12400",1.44386515284034
"NA12413",-0.0470109081833232
"NA12489",-0.575993241466279
"NA12546",2.09889559368081
"NA12716",-0.407911606683771
"NA12717",0.834318862910084
"NA12718",-1.34134955549013
"NA12749",-0.360934422842139
"NA12750",-1.45157357393748
"NA12751",1.50111394002597
"NA12760",-1.33327118361357
"NA12761",-0.119775989957092
"NA12762",0.563296130657368
"NA12763",-1.3271104248879
"NA12775",-1.25513869561759
"NA12776",0.155698597170044
"NA12777",-1.04584322715604
"NA12778",0.0400245912414961
"NA12812",-1.84969279827617
"NA12813",-0.357845260360925
"NA12814",-1.15996450411768
"NA12815",-0.807804621195672
"NA12827",0.478375719481745
"NA12829",-1.50258259789493
"NA12830",0.281722714797677
"NA12842",0.0233088885828856
"NA12843",-0.372291494649049
"NA12872",-0.278426120672163
"NA12873",-0.0421905586503766
"NA12874",-0.183626800249146
"NA12889",0.368598362961907
"NA12890",0.418751224667181
"NA20502",1.32388121065623
"NA20503",-0.71193811036716
"NA20504",0.90769792201862
"NA20505",-0.184820795212979
"NA20506",-0.0660974925256392
"NA20507",-1.00632471308775
"NA20508",0.118846055892132
"NA20509",2.31293279049775
"NA20510",1.8195758115267
"NA20512",-1.52195167377787
"NA20513",0.0992998596886257
"NA20514",-1.07186945769306
"NA20515",-0.116120650294555
"NA20516",-0.288115405200115
"NA20517",-0.0234890053894815
"NA20518",-0.719543532332309
"NA20519",0.357033925523183
"NA20520",0.278024484837441
"NA20521",-0.332949441415325
"NA20524",-0.22868281385786
"NA20525",-0.256590619783263
"NA20527",-0.606234849077614
"NA20528",0.249831738831482
"NA20529",0.45044964399019
"NA20530",0.554746003210679
"NA20531",-0.215924493940513
"NA20532",1.01332152247833
"NA20534",2.28118129945885
"NA20535",0.288514498477764
"NA20536",-1.91042199624659
"NA20537",-1.18543844120095
"NA20538",0.928285514450348
"NA20539",1.23192825353465
"NA20540",1.33762155714586
"NA20541",2.15541861819607
"NA20542",-1.49934390082669
"NA20543",-0.00679009225008781
"NA20544",2.13046971862045
"NA20581",1.32541698320374
"NA20582",0.429445429711626
"NA20585",1.32613062898138
"NA20586",-0.820949325067015
"NA20588",-0.0265328741590427
"NA20589",-0.508155546873774
"NA20752",0.0736749691316998
"NA20754",0.950417078876201
"NA20756",-1.72236181598914
"NA20757",-0.866273365023844
"NA20758",0.335573803811035
"NA20759",0.101129692387632
"NA20760",-2.45703083564007
"NA20761",-0.553543920624043
"NA20765",-1.21146836928037
"NA20766",0.924572774811563
"NA20768",-2.12360485879761
"NA20769",-0.854956173369461
"NA20770",1.63909201556091
"NA20771",-0.0217036607720892
"NA20772",0.681367425378668
"NA20773",0.367540184669313
"NA20774",-0.585380871518797
"NA20778",-0.813917171061964
"NA20783",1.17399255359283
"NA20785",0.805172526421912
"NA20786",2.70347563133779
"NA20787",-0.34728210608358
"NA20790",-1.83666592594864
"NA20792",1.9023030222591
"NA20795",1.2576572192102
"NA20796",-0.505985548106966
"NA20797",-0.625562263758673
"NA20798",2.20800092132143
"NA20799",0.640218337135254
"NA20800",-1.01870678269698
"NA20801",-0.443465083685273
"NA20802",-1.4689454629382
"NA20803",-1.2015250209551
"NA20804",-0.150409535604432
"NA20805",0.705922129598256
"NA20806",0.648669074150538
"NA20807",0.300349780888665
"NA20808",0.400762139052911
"NA20809",0.0832077607641148
"NA20810",0.446412612035519
"NA20811",-0.54474889639705
"NA20812",0.853331445373915
"NA20813",-1.42241018598091
"NA20814",-1.3308964715233
"NA20815",3.01362241436593
"NA20816",-1.17900951635754
"NA20819",-0.742261205449191
"NA20826",-1.42932333622137
"NA20828",-0.0398963197130841
