6.31	8.74	6.47	4.77	6.06	9.43	9.26	7.42	4.59	6.08	2.81	7.94	3.59	4.29	5.58	6.95	9.62	9.16	9.46	5.92	1.91	4.2	3.05
6.49	8.83	6.18	4.69	6.19	9.4	9.53	7.53	4.8	5.6	2.88	8.56	4.16	4.11	5.53	6.84	9.34	9.31	9.48	6.39	2.58	4.14	3.27
6.44	8.67	6.49	4.62	6.11	9.41	9.32	7.84	4.76	5.59	2.41	7.98	3.95	4.23	5.7	7.1	9.46	9.28	9.52	5.92	2.16	4.18	3.28
6.72	8.54	6.37	4.44	6.25	9.37	9.38	7.37	4.96	5.39	2.73	8.33	4.35	4.19	5.84	7.08	9.5	9.34	9.55	6.28	1.91	4.05	3.3
6.37	8.8	6.38	4.32	6.08	9.27	8.98	7.58	4.88	5.5	2.75	8.14	4.03	3.91	5.55	6.83	9.35	9.33	9.58	6.24	1.85	4.13	3.18
6.46	8.68	6.44	4.45	6.23	9.32	9.17	7.8	4.8	5.7	2.73	8.4	4.02	4.37	5.79	7.05	9.49	9.4	9.6	5.88	2.34	4.19	3.04
6.45	8.63	6.34	4.63	6.42	9.29	9.4	7.66	4.69	6.01	2.93	8.03	4.17	4.15	5.87	7.15	9.63	9.2	9.51	6.45	2.41	4.09	3.38
6.61	8.7	6.46	4.59	6.19	9.47	9.41	7.24	5.07	5.7	2.65	8.47	3.92	4.24	5.44	7.24	9.39	9.39	9.58	5.86	2.72	4.13	3.1
6.63	8.72	6.55	4.2	6.32	9.5	9.39	7.76	4.81	5.56	3.31	8.24	4.12	4.04	5.87	7.03	9.49	9.26	9.5	5.93	1.57	4.2	2.84
6.67	8.66	6.42	4.82	6.23	9.28	9.28	7.86	4.74	5.49	3	8.07	4.32	4.09	5.72	6.78	9.4	9.43	9.56	6.14	2.21	3.97	3.15
6.53	8.77	6.26	5.1	6.17	9.45	9.29	7.51	4.71	5.34	2.94	8.59	4.25	4.12	5.49	7.15	9.5	9.27	9.55	6.25	1.95	4.1	2.73
6.65	8.88	6.45	4.59	6.1	9.09	9.5	7.88	4.71	5.26	2.33	8.34	3.84	4.18	5.83	7.05	9.51	9.23	9.54	5.93	1.94	4.23	2.82
6.63	8.83	6.34	5.02	6.5	9.46	9.26	7.53	4.71	5.33	3.16	8.54	4	4.21	5.15	6.97	9.55	9.5	9.53	6.31	2.02	4.27	3.13
6.68	8.7	6.44	4.37	6.38	9.27	9.39	7.76	4.96	6.04	2.91	8.21	4.08	4.2	5.72	7.13	9.41	9.26	9.55	5.84	2.3	4.22	3.19
6.79	8.6	6.34	4.82	6.06	9.52	9.5	7.45	4.75	5.46	2.99	8.44	4.11	4.13	5.54	7.16	9.46	9.31	9.7	5.95	2.62	4.2	2.85
6.61	8.72	6.33	4.76	6.61	9.14	9.35	7.65	4.62	5.2	3.1	8.27	4.12	4.47	5.51	6.72	9.43	9.28	9.48	6.27	2.05	3.98	3.94
6.83	8.85	6.33	4.36	6.39	9.28	9.04	7.72	5.09	5.51	2.6	8.23	4.04	4.13	5.37	7.17	9.54	9.32	9.53	6.28	1.83	3.9	3.11
6.6	8.89	6.58	4.69	5.98	9.45	9.29	8.13	4.88	6.04	2.22	8.16	4.33	4.01	5.72	6.89	9.31	9.35	9.59	5.81	1.75	4.13	3.3
6.57	8.65	6.62	4.8	6.05	9.1	9.52	7.58	4.57	5.5	2.74	8.39	4.09	4.35	5.8	7.06	9.36	9.23	9.66	6.04	2.41	4.42	3.19
6.59	8.72	6.33	4.64	6.23	9.5	9.43	7.78	4.66	5.04	3.11	8.32	4.22	4.21	5.69	7.01	9.4	9.19	9.53	6.06	1.88	4.22	2.98
6.85	8.89	6.68	4.76	6.35	9.01	9.02	8.03	4.98	5.83	2.52	8.29	4.13	4.34	5.75	7.15	9.41	9.36	9.48	5.78	1.74	3.94	2.93
6.31	8.82	6.45	4.78	5.85	9.65	9.07	7.43	5.01	5.58	2.27	8.4	3.99	4.15	5.78	6.98	9.23	9.45	9.56	5.78	2.11	4.05	3
6.66	8.78	6.39	4.8	6.06	9.43	9.12	7.78	5.02	5.43	3.15	8.24	4.03	4.29	5.71	7.04	9.51	9.33	9.55	5.96	2.09	4.19	2.92
6.71	8.77	6.47	4.76	6.11	9.43	9.42	7.75	4.87	5.22	2.71	8.15	3.73	4.13	5.77	6.89	9.55	9.29	9.67	6.03	2.55	4.05	3.09
6.72	8.74	6.32	5.17	6.24	9.3	9.11	7.81	4.77	5.16	2.64	8.41	4.17	3.99	5.75	7.22	9.34	9.41	9.59	5.97	2.33	4.14	3.03
6.79	8.7	6.27	4.52	6.38	9.43	9.31	7.47	4.93	5.67	2.94	8.33	4.22	4.34	5.66	7.09	9.43	9.32	9.56	6.16	2.4	4.02	2.8
6.83	8.85	6.43	4.74	6.05	9.61	9.36	7.35	4.77	5.49	2.04	8.55	4.03	4.12	5.52	7.01	9.48	9.26	9.55	6.17	2.05	4.08	2.88
6.63	8.74	6.07	4.82	6.35	9.32	9.3	7.42	4.72	5.01	3.08	8.62	3.94	4.24	5.38	7.14	9.63	9.36	9.62	6.46	2.28	4.14	2.92
6.51	8.52	6.24	4.85	6.21	9.32	9.14	7.72	4.78	5.21	2.92	8.41	4.24	4.04	5.67	7	9.4	9.08	9.58	6.2	1.96	4.09	2.98
6.64	8.63	6.45	4.62	6	9.24	9.41	7.26	4.7	4.94	2.99	8.51	4.2	4.15	5.81	7.14	9.44	9.09	9.51	6	1.91	4.28	3.11
6.79	8.88	6.38	4.6	6.5	9.32	9.26	7.45	5	5.3	2.92	8.31	4.03	4.13	5.5	6.92	9.41	9.11	9.57	6.18	2.54	4.13	3.2
6.62	8.71	6.33	4.69	6.38	9.28	9.33	7.65	4.92	5.25	2.92	8.56	4.2	4.17	5.88	6.99	9.38	9.29	9.62	6.03	2.38	3.98	2.96
6.53	8.73	6.2	4.42	6.41	8.96	9.14	7.89	5.04	5.54	2.63	8.01	3.81	4.23	5.69	6.89	9.29	9.38	9.39	6.42	1.78	4.2	2.47
6.59	8.64	6.25	4.93	6.48	9.56	9.37	7.49	4.76	5.39	2.82	8.41	4.09	4.07	5.89	7.07	9.48	9.1	9.54	6.29	2.57	4.24	3.12
6.72	8.8	6.39	4.43	6.33	9.4	9.21	7.84	4.97	5.63	3.07	8.15	3.91	4.24	5.64	6.87	9.37	9.34	9.59	6.14	2.03	4.29	3.21
6.6	8.82	6.44	4.98	6.65	9.52	9.53	7.6	4.98	5.5	3.25	8.56	4.18	4.3	5.68	6.99	9.55	9.49	9.58	6.17	2.36	3.96	3.29
6.55	8.71	6.41	4.85	6.29	9.39	9.23	7.59	4.99	5.41	2.66	8.31	4.16	4.23	5.82	7.14	9.32	9.39	9.41	6.08	2.01	4.17	2.91
6.59	8.75	6.43	5.01	6	9.36	9.2	7.79	4.9	5.39	2.88	8.28	4.03	4.29	5.65	7.02	9.47	9.42	9.62	6.09	2.65	3.94	3.01
6.63	8.73	6.46	4.83	6.46	9.04	8.82	7.83	4.94	5.24	2.55	8.27	4.31	4.42	5.5	6.79	8.8	9.1	9.57	5.71	2.02	4.01	2.85
6.65	8.71	6.67	3.23	6.36	9.82	9.28	7.69	5.34	5.95	2.67	8.35	4	4.18	5.49	6.92	9.44	9.65	9.53	6.13	1.83	3.99	3.01
6.57	8.77	6.36	4.71	6.34	9.44	9.45	7.52	4.63	5.33	2.85	8.35	4.25	4.14	5.55	6.88	9.3	9.38	9.58	5.98	2.24	4.2	3.29
6.53	8.71	6.32	4.78	5.87	9.35	9.22	7.74	4.94	5.46	2.75	8.37	4.27	4.09	5.88	7.15	9.43	9.13	9.55	6.13	2.21	4.13	2.77
6.7	8.71	6.34	4.77	6.37	9.31	9.32	7.62	5	5.32	2.82	8.32	4.21	4	5.77	7.04	9.26	9.34	9.57	6.12	2.3	4.27	2.93
6.51	8.7	6.4	4.9	5.65	9.29	9.26	7.74	4.93	5.17	2.58	8.26	4.18	4.38	5.59	7.04	9.39	9.22	9.51	5.82	1.96	4.16	3.03
6.63	8.79	6.37	4.67	6.19	9.38	9.44	7.61	4.83	5.25	2.4	8.17	4.25	4.17	5.49	7	9.26	9.51	9.62	6.09	2.39	4.07	3.1
6.74	8.88	6.5	4.58	6.14	9.49	9.1	8.03	5.05	5.83	2.3	8.22	4.14	4.01	5.39	6.89	9.51	9.39	9.66	6.23	2.45	3.96	3.53
6.49	8.85	6.45	5.15	6.13	9.34	9.49	7.77	4.5	5.41	2.65	8.18	4.24	4.29	5.69	6.96	9.31	9.26	9.67	6.16	2.77	4.48	3.37
6.76	8.6	6.37	4.55	6.33	9.21	9.15	7.82	4.66	5.29	2.7	8.09	4.23	4.23	5.72	6.91	9.36	9.28	9.53	6.05	2.33	4.1	3.34
6.77	8.73	6.43	5.12	6.46	9.34	9.29	7.62	4.72	5.65	2.69	8.24	4.07	4.17	5.46	6.97	9.39	9.25	9.71	5.87	2.38	4.15	3.35
6.56	8.7	6.46	5.07	6.19	9.41	9.2	7.6	4.9	5.5	3.01	8.43	4.28	4.31	5.6	6.88	9.4	9.31	9.46	6.23	1.9	4.08	3.4
6.89	8.71	6.37	4.85	6.52	9.35	9.42	7.95	4.7	5.92	2.89	7.96	3.93	4.17	5.2	6.85	9.3	9.25	9.85	6.03	2.27	4.15	3.01
6.66	8.78	6.33	4.55	6.24	9.2	9.22	7.65	5.05	5.73	2.19	8.24	3.86	4.09	5.77	6.98	9.29	9.21	9.39	5.96	2.21	4.21	3.32
6.61	8.68	6.51	4.52	6.16	9.36	9.24	7.8	4.83	5.98	2.65	8.06	3.96	4.07	5.81	7.03	9.52	9.35	9.52	6.36	2.4	4.28	2.8
6.52	8.47	6.35	4.79	6.33	9.35	9.34	7.84	4.64	5.55	2.37	8.09	4.12	3.99	5.61	7.14	9.51	9.11	9.48	6.22	2.16	4.12	3.22
6.7	8.76	6.26	4.67	6.53	9.55	9.36	7.62	4.77	5.48	3.14	8.68	4.22	4.01	5.51	7.11	9.51	9.28	9.62	6.16	2.13	3.96	3.11
6.71	8.65	6.5	4.7	6.34	9.31	9.28	7.6	5	5.79	2.83	8.33	4.21	4.07	5.8	7.02	9.56	9.17	9.54	6.11	2.29	4.12	3.21
6.95	8.74	6.42	4.73	6.27	9.29	9.36	7.89	4.77	5.47	2.88	8.43	4	4.02	5.58	7.08	9.51	9.25	9.56	6.34	1.53	4.08	2.86
7.05	8.8	6.29	4.89	6.53	9.4	9.05	7.7	5.1	5.58	3.23	8.74	4.51	4.14	5.55	6.99	9.4	9.22	9.64	6.18	2.23	4.1	3.06
6.47	8.63	6.5	4.79	6.46	9.41	9.03	7.37	5.12	5.26	2.44	8.05	3.96	4.09	5.75	6.91	9.24	9.5	9.49	5.91	2.08	4.17	3.34
6.73	8.81	6.33	4.88	6.13	9.28	9.21	7.9	4.99	5.74	2.66	8.05	4.03	4.41	5.68	6.93	9.52	9.37	9.51	6.17	2.24	3.96	2.98
6.64	8.48	6.46	4.86	6.24	9.4	9.39	7.61	4.78	5.47	2.72	8.2	4.05	4.15	5.57	6.89	9.48	9.14	9.54	5.77	2.17	4.11	3.07
6.68	8.69	6.27	4.48	5.97	9.54	9.2	7.43	4.77	5.46	2.58	8.24	4.18	4.32	5.58	6.88	9.31	9.28	9.51	6.13	2.43	3.99	3.04
6.79	8.61	6.37	4.62	6.6	9.32	9.42	7.91	4.58	5.4	2.94	8.28	4.12	4.07	5.71	6.7	9.31	9.24	9.55	6.13	2.54	4.31	3.07
6.55	8.66	6.26	4.68	6.66	9.47	9.19	7.53	4.74	5.26	2.53	8.31	3.92	4.38	5.53	6.97	9.41	9.23	9.55	6.17	2.24	4.23	3.14
6.9	8.75	6.35	4.77	6.39	9.31	9.28	7.78	4.9	5.13	2.92	8.78	4.13	4.12	5.46	6.88	9.23	9.38	9.62	6.04	2.27	4.12	3.06
6.71	8.78	6.37	4.73	6.23	9.34	9.32	7.72	4.89	5.75	2.98	8.03	3.98	4.24	5.69	6.93	9.41	9.21	9.54	5.86	2.25	4.22	3.16
6.53	8.69	6.41	5.1	5.98	9.26	9.33	7.7	4.85	5.42	2.93	8.39	4.07	4.06	5.89	6.94	9.36	9.3	9.62	6	1.93	4.03	3.23
6.65	8.73	6.45	4.52	6.3	9.54	9.37	7.55	5.02	5.42	2.8	8.34	4.11	4.05	5.57	6.96	9.39	9.37	9.55	5.99	2.23	4.07	2.91
6.59	8.7	6.21	4.55	6.84	9.1	9.41	7.69	4.63	5.42	2.82	8.11	3.89	4.22	5.42	6.71	9.2	9.13	9.58	6.21	2.18	4.2	3.1
6.83	8.8	6.66	4.91	6.38	9.37	9.49	7.93	4.81	5.27	3.18	8.39	3.9	4.39	5.42	7.17	9.45	9.47	9.64	6.28	2.05	4.38	3.14
6.64	8.77	6.41	4.86	6.36	9.31	9.34	7.89	4.76	5.57	3.15	8.29	3.96	4.1	5.73	7.03	9.42	9.2	9.49	6.2	2.15	4.2	3.29
6.75	8.64	6.36	5.17	6.62	9.11	9.23	7.94	4.88	5.56	2.13	8.05	4.06	4.2	5.57	6.98	9.49	9.24	9.6	6	2.21	4.23	3.1
6.7	8.61	6.3	4.52	6.55	9.27	9.29	7.87	4.66	5.45	2.6	8.31	4.08	4.22	5.47	6.92	9.44	9.33	9.61	6.32	2.22	4.11	2.77
6.8	8.54	6.26	4.73	6.48	8.98	9.26	7.69	4.62	5.42	2.1	8.3	4.06	4.22	5.52	7.11	9.52	9.22	9.61	5.98	2.33	4.17	3.23
6.71	8.78	6.39	4.48	6.52	9.22	9.1	7.79	4.85	5.69	2.97	8.13	4.08	3.98	5.66	6.82	9.32	9.3	9.62	6.1	2.71	4.05	3.07
6.86	8.59	6.32	4.78	6.6	8.89	9.3	7.96	4.71	5.71	2.73	8	4.26	4.28	5.78	7.15	9.43	9.31	9.57	6	2.36	4.33	3.06
6.67	8.69	6.33	4.97	6.39	9.41	9.09	7.46	4.6	5.01	2.84	8.43	4.38	4.23	5.68	6.76	9.35	9.25	9.54	6.11	2.48	4.4	3.4
6.54	8.52	6.38	5.02	6.25	8.9	9.03	7.87	4.8	5.59	3.31	8.24	4.39	4.29	5.87	7.08	9.36	9.16	9.51	6.13	2.21	4.28	2.87
6.58	8.77	6.4	4.78	6.42	9.24	9.4	8.01	4.95	5.65	2.34	8.26	4.11	4.09	5.69	7	9.29	9.38	9.45	6.08	2.12	4.1	2.51
6.7	8.87	6.22	4.55	6.33	9.39	9.45	7.06	5.01	4.95	3.2	8.39	4.01	4.26	5.7	6.92	9.38	9.23	9.53	6.05	1.46	4.18	3.24
6.58	8.66	6.36	4.93	6.22	9.26	9.15	7.98	4.79	5.29	2.54	8.22	4.01	4.26	5.7	6.91	9.37	9.19	9.56	6.04	1.95	4.14	2.92
6.52	8.75	6.4	5.1	5.9	9.58	9.52	7.41	4.74	5.53	2.69	8.33	4.26	4.01	5.47	6.92	9.53	9.26	9.51	6.09	2.33	4.37	3.36
6.63	8.62	6.41	4.64	6.07	9.32	9.13	7.66	4.94	5.44	2.77	8.29	4.26	4.22	5.73	7.09	9.57	9.34	9.49	6.03	1.85	4.02	3.14
6.54	8.66	6.36	5.13	6.37	9.02	9.12	7.95	4.61	5.4	2.54	8.13	4.09	4.24	5.57	6.85	9.43	9.2	9.56	6.22	1.92	4.23	3.22
6.46	8.81	6.31	5.13	5.99	9.24	9.39	7.32	4.8	5.58	2.52	7.9	3.97	4.39	5.82	6.87	9.11	9.32	9.52	6	1.86	4.34	3.04
6.79	8.65	6.49	4.96	6.54	9.38	9.31	7.71	4.63	5.14	2.79	8.29	4.07	4.2	5.79	6.87	9.33	9.24	9.58	6.04	2.68	4.37	3.5
6.84	8.56	6.25	5.02	6.46	9.28	9.22	7.83	4.31	5.35	3.43	7.82	4.18	4.3	5.78	6.98	9.41	9.5	9.54	6.17	2.76	4.42	3.04
6.53	8.69	6.38	4.48	6.13	9.35	9.6	7.59	4.84	5.03	2.87	8.2	3.92	4.29	5.8	7.22	9.53	9.25	9.58	6.27	2.58	4.05	3.14
6.91	8.75	6.26	4.93	6.26	9.31	9.38	7.8	5.07	5.38	1.94	8.75	4.13	4.21	5.51	6.91	9.33	9.26	9.51	6.12	2.36	4.32	3.26
6.43	8.85	6.28	4.88	6.28	9.33	9.48	7.82	4.83	5.52	2.46	8.43	4.29	4.1	5.59	6.97	9.46	9.37	9.52	6.14	1.92	4.21	3.5
6.72	8.61	6.64	4.67	5.8	9.45	9.39	7.65	4.64	5.08	2.57	8.06	4.23	4.43	5.87	6.89	9.17	9.43	9.48	5.73	2.14	4.17	2.87
6.66	8.72	6.44	4.66	6.31	9.3	9.3	7.63	4.79	5.59	3.04	8.22	3.84	4.29	5.68	7.06	9.43	9.23	9.54	5.92	2.33	4.22	3.2
6.38	8.81	6.44	5.16	5.83	9.27	9.37	7.56	4.8	5.99	2.46	7.93	4.39	4.16	6.03	7.11	9.59	9.38	9.54	6.32	2.32	4.34	3
6.33	8.77	6.13	4.63	6.04	9.23	9.41	7.68	4.88	5.33	2.94	8.42	4.19	4.14	5.56	7.21	9.51	9.28	9.62	6.36	2.05	4.17	3.19
6.87	8.92	6.38	4.36	6.54	9.43	8.95	7.58	4.74	5.5	2.63	8.33	4.21	4.41	5.62	6.83	9.21	9.31	9.46	6.22	1.8	4.1	3.15
6.37	8.77	6.33	4.76	6.02	9.09	9.31	7.74	4.75	5.36	3.01	8.43	3.75	4.07	5.62	7.05	9.44	9.22	9.38	6.43	2.22	4.13	2.88
6.6	8.66	6.37	4.7	6.61	9.26	9.3	7.54	4.82	5.56	3.11	8.02	4.04	4.38	5.75	6.8	9.46	9.51	9.39	5.94	1.82	4.09	3.12
6.69	8.61	6.39	4.69	6.18	9.41	9.39	7.59	4.92	5.48	2.49	8.34	4.18	4.12	5.74	7.17	9.42	9.2	9.55	6.08	2.51	4.09	3.19
6.79	8.71	6.33	4.43	6.41	9.53	9.36	7.66	4.76	5.2	2.91	8.33	4.03	4.09	5.85	7.29	9.42	9.25	9.57	5.85	2.12	4.17	2.79
6.61	8.71	6.34	4.23	6.25	9.26	9.34	7.73	4.91	5.4	2.86	8.21	3.87	4.25	5.75	6.92	9.27	9.28	9.53	5.82	2.22	3.87	3.22
6.75	8.74	6.46	4.75	6.05	9.64	9.28	7.66	4.69	5.24	2.67	8.46	4.07	4.15	5.72	7.12	9.52	9.24	9.66	6.07	2.15	4.21	3.04
6.75	8.63	6.47	4.93	6.15	9.24	9.48	7.69	4.89	5.33	3.12	8.06	4.31	4.13	6.08	6.91	9.58	9.24	9.59	6.01	1.98	4.34	3.27
6.66	8.54	6.5	4.46	6.37	9.29	9.46	7.97	4.56	5.72	2.71	8.02	4.1	4.28	5.97	6.96	9.41	9.27	9.44	5.91	2.44	4.01	3.09
6.64	8.55	6.37	4.85	5.89	9.31	9.47	8.23	4.78	5.75	2.31	8.45	4.49	4.08	5.87	7.03	9.52	9.34	9.44	6.23	2.36	4.1	3.4
6.45	8.69	6.31	4.94	5.79	9.48	9.4	8.05	4.8	5.83	2.42	8.37	4.03	4.01	5.7	7.12	9.59	9.25	9.51	6.28	1.65	4.06	3.14
6.31	8.6	6.31	4.59	6.25	9.26	9.25	7.63	4.73	5.21	2.92	8.33	4.33	4.15	5.91	7.12	9.56	9.26	9.57	6.08	2	4	3.26
6.79	8.81	6.21	4.86	6.49	9.47	9.56	7.78	4.78	5.7	2.89	8.43	4.17	4.5	5.51	7.02	9.46	9.23	9.52	6.18	2.49	4.2	3.42
6.75	8.74	6.42	4.75	6.61	9.52	9.27	7.67	4.87	5.48	2.69	8.41	4.16	4.14	5.75	7.01	9.34	9.34	9.61	6.12	2.46	3.97	3.4
6.61	8.62	6.49	5.08	6.19	9.7	9.43	7.53	4.65	5.56	2.76	8.21	4	4.13	5.76	7.09	9.45	9.3	9.61	6.12	1.8	3.88	3.02
6.51	8.96	6.43	4.5	6.11	9.31	9.22	7.6	4.68	5.64	3.15	8.31	3.91	4.14	5.69	6.91	9.54	9.29	9.41	6.03	2.52	4.17	2.64
6.4	8.64	6.24	4.74	6.17	9.49	9.28	7.48	4.67	5.22	2.9	8.23	3.93	4.05	5.88	7.21	9.68	9.17	9.45	6.23	1.99	4.2	2.49
6.52	8.72	6.36	4.99	5.95	9.4	9.4	7.6	4.78	5.47	2.81	8.43	4.26	4.12	5.52	7.08	9.47	9.25	9.6	6.35	2.58	4.01	3.31
6.83	8.86	6.4	4.99	6.58	9.35	9.47	7.95	4.74	5.42	2.85	8.14	4.21	4.21	6.07	6.76	9.16	9.29	9.62	5.97	2.91	4.15	3.38
6.74	8.68	6.24	4.87	6.5	9.3	9.26	7.7	4.84	5.39	3.09	8.15	4.34	4.2	5.69	7.04	9.36	9.25	9.58	6.07	3.08	4.23	3.23
6.64	8.65	6.42	4.63	6.3	9.4	9.53	7.68	4.78	5.27	2.76	8.2	4.12	4.3	5.69	7.2	9.43	9.32	9.47	5.95	2.45	4.22	3.26
6.67	8.77	6.41	5.01	6.24	9.44	9.44	7.68	4.94	5.35	2.77	8.37	4.2	4.19	5.78	7.28	9.53	9.3	9.63	6.33	2.52	4.09	3.25
6.39	8.75	6.33	5.13	5.97	9.11	9.12	7.51	4.83	5.21	2.88	8.2	4.02	4.12	5.68	7.04	9.51	9.21	9.54	5.99	2.39	4.09	3.15
6.76	8.53	6.52	5.02	6.64	9.37	9.49	7.52	4.68	5.33	2.87	8.47	4.56	4.11	5.79	7.22	9.44	9.35	9.71	6.01	2.37	4.15	3.42
6.93	8.72	6.35	4.63	6.64	9.36	9.31	7.69	4.82	5.47	2.75	8.37	3.92	4.34	5.37	6.63	9.27	9.29	9.49	6.15	2.8	4.39	3.45
6.62	8.79	6.41	4.72	6	9.32	9.32	7.65	4.61	5.5	3.01	8.07	4.19	4.05	5.99	7.12	9.34	9.23	9.54	6.17	1.8	4.34	3.22
6.64	8.74	6.32	5.05	6.41	9.3	8.97	7.8	5.05	5.39	2.98	8.3	4.11	4.35	5.22	6.94	9.47	9.16	9.63	6.02	2.42	4.11	3.13
6.69	8.89	6.31	4.91	6.28	9.51	9.37	7.68	4.98	5.61	2.4	8.44	4.13	4.32	5.54	7.22	9.41	9.32	9.57	6.12	2.12	4.17	3.15
6.61	8.97	6.33	4.72	6.27	9.46	9.31	7.35	5.09	5.6	2.64	8.27	4.04	4.16	5.38	6.98	9.31	9.28	9.56	6.09	2.52	4.2	3.26
6.67	8.72	6.52	4.6	6.2	9.45	9.17	7.96	5.03	5.69	3.18	8.43	4.14	4.16	5.53	7.18	9.47	9.37	9.58	6.06	2.05	4.08	3.1
6.58	8.84	6.38	4.93	6.15	9.38	9.2	7.45	4.81	5.36	2.45	8.15	4.11	4.15	5.58	6.99	9.36	9.29	9.56	6.22	2.19	4.35	3.01
6.56	8.76	6.3	4.88	6.05	9.31	9.41	7.83	4.93	5.34	2.64	8.24	4.04	4.09	5.57	6.99	9.36	9.18	9.58	6.08	2.38	4.13	3.31
6.54	8.65	6.25	4.68	6.18	9.41	9.17	7.75	4.94	5.44	3.02	8.37	4.26	4.14	5.44	6.91	9.55	9.19	9.53	6.33	2.39	4.04	3.23
6.58	8.89	6.35	4.83	6.37	9.51	9.39	7.72	4.98	5.35	2.49	8.47	4.02	4.3	5.61	7.05	9.36	9.43	9.61	6.11	2.32	4.29	3.13
6.59	8.64	6.61	4.91	6.05	9.41	9.23	7.74	4.8	5.57	2.8	8.23	4.18	4.22	5.74	6.98	9.31	9.31	9.65	5.86	2.21	4.32	3.07
6.65	8.59	6.52	4.39	6	9.54	9.19	7.73	4.84	5.58	2.76	8.18	4.07	4.2	5.38	7.11	9.44	8.92	9.58	6.06	2.6	4.27	3.27
6.57	8.6	6.38	5.02	5.99	9.39	9.39	7.62	4.73	5.53	2.93	8.18	4.12	4.13	5.72	7.1	9.47	9.21	9.57	6.18	2.67	4.2	2.85
6.37	8.62	6.48	5.02	5.97	9.38	9.19	7.84	4.72	5.59	2.65	8.13	4.46	4	5.78	7.03	9.48	9.32	9.58	6.06	2.45	4.15	3.01
